ID	Name	Age	Nationality	Overall	Potential	Club
233781	J. Valencia	20	Colombia	68	80	Bologna
242997	L. Maina	19	Germany	68	81	Hannover 96
182837	K. LuaLua	27	DR Congo	68	68	Luton Town
187701	G. Corral	27	Mexico	68	68	Querétaro
201526	U. Bech	25	Denmark	68	70	Brøndby IF
201271	J. Ankersen	27	Denmark	68	68	Aarhus GF
213559	Fausto Tienza	28	Spain	68	68	Extremadura UD
214840	A. Robles	24	Chile	68	73	San Luis de Quillota
163640	B. Lambot	31	Belgium	68	68	KSV Cercle Brugge
243000	N. Bancu	25	Romania	68	69	
216377	S. Kutschke	29	Germany	68	68	FC Ingolstadt 04
242489	Pejiño	21	Spain	68	77	Sevilla FC
178233	A. Djoum	29	Cameroon	68	68	Heart of Midlothian
202810	S. McDermott	25	Republic of Ireland	68	74	Kristiansund BK
209722	Marquinhos Pedroso	24	Brazil	68	73	FC Dallas
211514	R. James	24	England	68	72	Sunderland
214330	M. Balanta	28	Colombia	68	68	Alianza Petrolera
159034	S. Taylor	32	England	68	68	Wellington Phoenix
227898	B. Jovi?	27	Slovenia	68	68	Bursaspor
193850	M. Calderoni	29	Italy	68	68	Lecce
198971	B. Kumordzi	33	Ghana	68	68	KV Kortrijk
202043	K. Holmberg	25	Sweden	68	72	IFK Norrköping
214331	L. Ruiz	31	Colombia	68	68	Junior FC
224315	L. Paganini	25	Italy	68	71	Frosinone
207932	Guilherme Lazaroni	25	Brazil	68	71	Portimonense SC
210492	A. Al Jebreen	28	Saudi Arabia	68	68	Al Nassr
212540	S. Caldwell	27	United States	68	69	New England Revolution
221756	Lee Gwang Hyeok	22	Korea Republic	68	73	Pohang Steelers
228668	M. Taylor	28	England	68	68	Bristol City
49212	J. Speroni	39	Argentina	68	68	Crystal Palace
199741	C. Quaner	27	Germany	68	68	Huddersfield Town
203069	R. Tunnicliffe	25	England	68	71	Millwall
225341	David García	24	Spain	68	73	CA Osasuna
230205	Nosberto Vila	34	Brazil	68	68	Sport Club do Recife
185149	J. Koprivec	29	Slovenia	68	68	
214590	J. Fuentes	34	Chile	68	68	Deportes Iquique
221246	D. Gómez	29	Colombia	68	68	Atlético Huila
233790	Thiago Martins	23	Brazil	68	76	Yokohama F. Marinos
225855	A. Bobichon	22	France	68	74	Nîmes Olympique
228415	L. Godoy	23	Argentina	68	77	Club Atlético Talleres
202304	Im Seon Yeong	30	Korea Republic	68	68	Jeonbuk Hyundai Motors
222528	L. Gooch	22	United States	68	79	Sunderland
197953	E. O'Kane	27	Republic of Ireland	68	68	Leeds United
210241	D. Buballa	28	Germany	68	68	FC St. Pauli
149825	D. Murphy	35	Republic of Ireland	68	68	Nottingham Forest
219969	A. Vasyutin	23	Russia	68	75	Sarpsborg 08 FF
222273	Jiang Zhipeng	29	China PR	68	68	Hebei China Fortune FC
201026	Yi Teng	28	China PR	68	69	Guangzhou R&F; FC
206402	M. Putnocký	33	Slovakia	68	68	Lech Pozna?
230210	Eder Pinhanços	34	Brazil	68	68	Botafogo
230978	T. Awoniyi	20	Nigeria	68	77	KAA Gent
232770	S. Colombatto	21	Argentina	68	80	Hellas Verona
233282	Yoon Bo Sang	24	Korea Republic	68	74	Sangju Sangmu FC
237122	T. Guidara	22	Argentina	68	78	Belgrano de Córdoba
212035	J. Bela	25	France	68	73	Albacete BP
212803	Z. Clough	23	England	68	76	Rochdale
159043	J. Pitroipa	32	Burkina Faso	68	68	Paris FC
233795	B. Brereton	19	England	68	82	Blackburn Rovers
241731	Y. Bárcenas	24	Panama	68	71	Real Oviedo
149572	P. Sammarco	35	Italy	68	68	Frosinone
231236	M. Cafaro	21	France	68	79	Stade de Reims
188996	A. Nuhiu	28	Kosovo	68	68	Sheffield Wednesday
191044	P. Jagne	28	Gambia	68	68	FC Zürich
191556	Y. Endo	30	Japan	68	68	Kashima Antlers
193860	T. Schick	28	Austria	68	68	BSC Young Boys
208965	A. Asiri	26	Saudi Arabia	68	70	Al Ittihad
232005	E. Palomeque	25	Colombia	68	73	Deportivo Cali
183365	N. Cherubin	31	Italy	68	68	Hellas Verona
205894	P. Iliev	26	Bulgaria	68	72	
214854	R. Farfán	26	Chile	68	68	Club Deportes Temuco
218182	G. Mencia	29	Paraguay	68	68	CD Universidad de Concepción
224838	F. Dagerstål	21	Sweden	68	76	IFK Norrköping
225606	N. Citro	29	Italy	68	68	Venezia FC
162886	R. Martin	32	Scotland	68	68	Walsall
186950	F. Daprelà	27	Switzerland	68	68	FC Lugano
193350	B. Ba?da?	28	Turkey	68	68	Alanyaspor
232775	A. Esaka	26	Japan	68	69	Kashiwa Reysol
173383	T. Trevisan	34	Italy	68	68	Padova
204616	A. Almici	25	Italy	68	71	Hellas Verona
208968	F. Al Qarni	26	Saudi Arabia	68	70	Al Ittihad
193864	Bruno Monteiro	33	Portugal	68	68	CD Tondela
197961	M. Mo?d?e?	27	Poland	68	69	Korona Kielce
240201	Nacho Méndez	20	Spain	68	81	Real Sporting de Gijón
205386	G. Hubert	24	Belgium	68	72	Club Brugge KV
216138	M. Arini	31	Italy	68	68	US Cremonese
238666	A. Nandzik	25	Germany	68	71	 SSV Jahn Regensburg
198731	E. Rashani	25	Kosovo	68	71	Odds BK
214091	Alcatraz	31	Colombia	68	68	Deportivo Pasto
228171	C. Ikonomidis	23	Australia	68	76	Perth Glory
206412	M. Koval	25	Ukraine	68	71	Al Fateh
230476	Lucas Medeirão	34	Brazil	68	68	Botafogo
234060	Y. Herrera	20	Venezuela	68	78	New York City FC
230221	Kauã Zanson	34	Brazil	68	68	Fluminense
246093	André Luís	24	Brazil	68	72	GD Chaves
201038	M. Djuricin	25	Austria	68	70	Grasshopper Club Zürich
225614	I. Akhmetov	20	Russia	68	80	PFC CSKA Moscow
229966	Nando	24	Spain	68	74	FC Sochaux-Montbéliard
240206	T. Gjertsen	26	Norway	68	69	Kristiansund BK
206159	S. Sabelli	25	Italy	68	71	Brescia
214351	D. Novoa	29	Colombia	68	70	La Equidad
227919	L. Ospina	27	Colombia	68	71	Alianza Petrolera
193103	P. Schönfeld	29	Germany	68	68	SV Wehen Wiesbaden
207952	S. Ajayi	24	Nigeria	68	71	Rotherham United
210000	M. Gajos	27	Poland	68	69	Lech Pozna?
239696	F. Muslija	19	Germany	68	79	Hannover 96
242000	K. Mavropanos	20	Greece	68	83	Arsenal
212817	Lee Jeong Hyeop	27	Korea Republic	68	69	Shonan Bellmare
213841	V. Lekhal	24	France	68	72	Le Havre AC
192337	B. Diawara	30	Senegal	68	68	Adelaide United
196946	E. Izaguirre	32	Honduras	68	68	Celtic
199762	K. Drygas	26	Poland	68	70	Pogo? Szczecin
209746	K. Alt?nay	26	Turkey	68	69	Çaykur Rizespor
220754	D. Ortiz	25	Paraguay	68	73	Club Atlético Banfield
203859	L. Aveldaño	32	Argentina	68	68	CD Tenerife
208723	J. Schauerte	30	Germany	68	68	KAS Eupen
209491	T. Meißner	27	Germany	68	69	Willem II
214355	R. Jérez	32	Guatemala	68	68	Alianza Petrolera
214611	J. Pajoy	29	Colombia	68	68	Al Hazem
18771	L. Steele	33	England	68	68	Nottingham Forest
225875	N. Kreuzer	25	Germany	68	71	SG Dynamo Dresden
177491	Eduardo da Silva	35	Croatia	68	68	Legia Warszawa
196948	B. García	33	Honduras	68	68	Houston Dynamo
210004	B. Saller	25	Germany	68	71	 SSV Jahn Regensburg
227412	D. Gómez	30	Colombia	68	68	Once Caldas
162900	N. Kilkenny	32	Australia	68	68	Perth Glory
230485	Dener Rolim	30	Brazil	68	68	Bahia
244309	T. Teuma	24	France	68	72	Red Star FC
240982	J. Moreno	24	Venezuela	68	75	DC United
203863	L. Fariña	27	Argentina	68	68	CD Aves
205655	A. MacDonald	25	England	68	73	Hull City
221271	T. Pellenard	24	France	68	73	FC Girondins de Bordeaux
224344	A. Vilches	26	Chile	68	70	Universidad Católica
178520	A. Piccolo	30	Italy	68	68	US Cremonese
196953	A. Nsiala	26	DR Congo	68	72	Ipswich Town
199769	M. Potzmann	24	Austria	68	72	SK Rapid Wien
216665	M. Cremonesi	30	Italy	68	68	Perugia
182617	D. Hylton	29	England	68	68	Luton Town
200538	L. Cadamuro	30	Algeria	68	68	Gimnàstic de Tarragona
150106	A. Papadopoulos	33	Greece	68	68	Brisbane Roar
229210	M. Osman	24	Syria	68	72	Heracles Almelo
229466	C. Martinez	25	Paraguay	68	70	Santos Laguna
229722	K. Medel	22	Chile	68	79	CD Everton de Viña del Mar
238682	D. Hägele	29	Germany	68	68	FC Würzburger Kickers
238938	B. Girth	26	Germany	68	70	Holstein Kiel
219995	V. Parigini	22	Italy	68	79	Torino
227163	P. Mina	32	Colombia	68	68	Deportivo Cali
229467	A. Cesped	26	Chile	68	71	Unión La Calera
244315	B. Boulahroud	25	Morocco	68	73	Málaga CF
194907	K. Kanak	27	Turkey	68	68	Alanyaspor
204380	J. Brinkies	25	Germany	68	72	FSV Zwickau
207708	Fábio	28	Brazil	68	69	CD Aves
224604	Wang Shenchao	29	China PR	68	68	Shanghai SIPG FC
226652	Park Yong Woo	24	Korea Republic	68	73	Ulsan Hyundai FC
197981	S. Makienok	27	Denmark	68	68	FC Utrecht
202589	Javi Hernández	29	Spain	68	68	Cracovia
211037	De La Hoz	26	Spain	68	71	UD Almería
242269	Felipe Curcio	24	Brazil	68	71	Brescia
199262	Kim Young Uk	27	Korea Republic	68	69	Jeonnam Dragons
209758	V. Alvarado	25	United States	68	72	Club Necaxa
215390	Danilson da Cruz	32	Cape Verde	68	68	AS Nancy Lorraine
215647	Juanma	27	Spain	68	68	V-Varen Nagasaki
219487	F. De Col	24	Italy	68	73	Spezia
221279	L. Kelly	22	Republic of Ireland	68	74	Reading
223839	V. Bora	23	Turkey	68	77	Atiker Konyaspor
167519	E. Juárez	30	Mexico	68	68	Vancouver Whitecaps FC
183391	G. Ndy Assembe	32	Cameroon	68	68	AS Nancy Lorraine
227936	R. Mazá?	24	Slovakia	68	74	RC Celta
169568	A. Hammill	30	England	68	68	St. Mirren
170592	S. Schuppan	31	Germany	68	68	FC Würzburger Kickers
183392	D. Pollet	29	Belgium	68	68	KAS Eupen
212321	J. Meffert	23	Germany	68	72	Holstein Kiel
229217	Y. Yeboah	21	Ghana	68	78	CD Numancia
232289	Josete	30	Spain	68	68	CD Lugo
185185	N. Ozokwo	29	Nigeria	68	68	MKE Ankaragücü
186721	C. Dielna	30	France	68	68	New England Revolution
193889	M. Vidal	27	France	68	72	Toulouse Football Club
203618	V. Sielis	28	Cyprus	68	68	Gangwon FC
213602	O. Bosso	24	Chile	68	72	Audax Italiano
170082	S. Gleeson	29	Republic of Ireland	68	68	Aberdeen
191842	H. Muath	32	Saudi Arabia	68	68	Al Ittihad
199267	S. Ruprecht	31	Germany	68	68	SC Fortuna Köln
204131	K. Escamilla	24	Mexico	68	76	U.N.A.M.
214371	J. Arboleda	28	Colombia	68	68	Deportes Tolima
215139	E. Olivera	28	Argentina	68	70	Club Atlético Colón
221539	Carrillo	24	Spain	68	75	Cádiz CF
204388	A. Wiegel	26	Germany	68	68	MSV Duisburg
205156	Choe Yeong Joon	26	Korea Republic	68	68	Gyeongnam FC
210020	P. Weihrauch	24	Germany	68	73	DSC Arminia Bielefeld
238180	C. Spinelli	21	Argentina	68	76	Crotone
238692	K. Gjasula	28	Albania	68	68	SC Paderborn 07
201061	E. Manu	24	Netherlands	68	71	Akhisar Belediyespor
222309	B. Gómez	24	Argentina	68	72	CD Feirense
189541	C. Solly	27	England	68	69	Charlton Athletic
191333	K. Noborizato	27	Japan	68	68	Kawasaki Frontale
200806	R. Smallwood	27	England	68	68	Blackburn Rovers
214630	A. Barrios	27	Chile	68	69	CD Antofagasta
187238	D. Jiménez	29	Mexico	68	68	Lobos BUAP
200807	K. Freeman	26	Wales	68	69	Sheffield United
202855	Tan Long	30	China PR	68	68	Changchun Yatai FC
215143	J. Sills	31	Argentina	68	68	Newell's Old Boys
162407	M. Jakobsen	32	Denmark	68	68	Adelaide United
230247	Jadson Castrelo	34	Brazil	68	68	Fluminense
173671	K. McFadzean	31	England	68	68	Burton Albion
206440	M. Baudry	28	Congo	68	69	SV Zulte-Waregem
218216	F. Ben Mustapha	29	Tunisia	68	68	Al Shabab
172648	S. Blondelle	32	Belgium	68	68	KAS Eupen
200553	Nam Joon Jae	30	Korea Republic	68	68	Incheon United FC
136553	Lee Dong Gook	39	Korea Republic	68	68	Jeonbuk Hyundai Motors
157801	N. Pulzetti	34	Italy	68	68	Padova
239465	M. Chrien	22	Slovakia	68	76	Santa Clara
192617	T. Perthel	29	Germany	68	68	VfL Bochum 1848
204138	R. Ligeon	26	Netherlands	68	70	PEC Zwolle
205674	Fran Carbia	26	Spain	68	69	CF Reus Deportiu
209002	M. Sayouba	25	Ivory Coast	68	73	Odense Boldklub
213354	T. Margasov	26	Russia	68	71	Lokomotiv Moscow
230506	Adão Salvadaldo	34	Brazil	68	68	Atlético Paranaense
232810	T. Kida	23	Japan	68	74	Yokohama F. Marinos
182122	Zou Zheng	30	China PR	68	68	Guangzhou Evergrande Taobao FC
190826	M. Hornschuh	27	Germany	68	70	FC St. Pauli
212075	A. Nabbout	25	Australia	68	72	Urawa Red Diamonds
232811	J. Amano	26	Japan	68	69	Yokohama F. Marinos
188779	L. DeVere	28	Australia	68	68	Brisbane Roar
189035	N. Giani	32	Italy	68	68	Spezia
192363	M. Fenger	27	Denmark	68	70	Hammarby IF
213868	J. Castelletto	23	Cameroon	68	76	Stade Brestois 29
214380	Y. Hinestroza	33	Colombia	68	68	Once Caldas
222572	Iván Villar	20	Spain	68	75	RC Celta
224876	M. Curado	23	Argentina	68	74	Crotone
226668	N. Mazzola	28	Argentina	68	68	CD O'Higgins
228716	Kevin	25	Spain	68	73	RC Celta
199277	M. Jonckheere	28	Belgium	68	68	KV Oostende
203885	C. Alhadhur	26	Comoros	68	69	Stade Malherbe Caen
213614	S. Gustafson	23	Sweden	68	74	Hellas Verona
222830	F. Grillo	25	Argentina	68	72	Göztepe SK
231535	C. Borthwick-Jackson	21	England	68	74	Scunthorpe United
211056	Luis Valcarce	25	Spain	68	73	CD Numancia
221552	S. Heltne Nilsen	26	Norway	68	69	AC Horsens
222576	Pleguezuelo	21	Spain	68	77	Arsenal
183920	R. Sukuta-Pasu	28	Germany	68	68	MSV Duisburg
184944	Charles	33	Brazil	68	68	Antalyaspor
201841	N. Dussenne	26	Belgium	68	71	Royal Excel Mouscron
203377	A. Tighadouini	25	Morocco	68	69	Esbjerg fB
223857	O. Salinas	30	Chile	68	68	CD Everton de Viña del Mar
228209	S. Ntshangase	25	South Africa	68	72	Kaizer Chiefs
233329	M. Villanueva	25	Venezuela	68	73	CF Reus Deportiu
171377	L. López	34	Mexico	68	68	Club Necaxa
179569	R. Majewski	31	Poland	68	68	Pogo? Szczecin
188017	A. Pomini	37	Italy	68	68	Palermo
189553	Lillo	29	Spain	68	68	CA Osasuna
192369	H. Bernardello	31	Argentina	68	68	Newell's Old Boys
213618	D. Vallejos	28	Chile	68	68	CD Palestino
233074	Borja Domínguez	26	Spain	68	71	AD Alcorcón
182130	K. Németh	29	Hungary	68	68	Sporting Kansas City
191090	T. Adeyemi	26	England	68	69	Ipswich Town
217203	L. Sánchez	31	Argentina	68	68	Club Atlético Aldosivi
169843	B. Turner	29	England	68	68	Burton Albion
244339	I. Laki?evi?	24	Serbia	68	69	Genoa
194163	J. Raitala	29	Finland	68	68	Montreal Impact
131444	R. Würtz	34	Denmark	68	68	Aalborg BK
199284	D. Hediger	31	Switzerland	68	68	FC Thun
228980	M. Tirpan	24	Belgium	68	72	Sporting Lokeren
170612	V. Basha	27	Albania	68	69	Wis?a Kraków
201845	M. Terki	26	Algeria	68	71	Sporting Lokeren
243829	D. Calderón Caicedo	28	Colombia	68	68	Al Faisaly
202102	Yu Hai	31	China PR	68	68	Shanghai SIPG FC
50294	S. Camara	35	Senegal	68	68	Montpellier HSC
186998	W. Yarbrough	29	United States	68	68	Club León
201079	L. Laverone	29	Italy	68	68	Ascoli
197496	Y. Al Mosailem	34	Saudi Arabia	68	68	Al Ahli
199800	Z. Bergdich	29	Morocco	68	68	Os Belenenses
212088	M. Abdul Shafy	33	Egypt	68	68	Al Ahli
191096	K. Hyland	29	Trinidad & Tobago	68	68	Al Faisaly
241785	V. Amiri	30	Iran	68	68	Trabzonspor
244345	D. Manos	23	Greece	68	73	Olympiacos CFP
204922	A. Leitner	24	Austria	68	72	FC Admira Wacker Mödling
209018	Baraka	31	Brazil	68	68	Al Batin
223610	David Concha	21	Spain	68	78	Real Sociedad
226170	E. Amor	23	Argentina	68	76	Club Atlético Aldosivi
173178	Manolo Reina	33	Spain	68	68	RCD Mallorca
239738	J. Angulo	20	Mexico	68	80	Santos Laguna
188538	V. Sasso	27	France	68	70	Os Belenenses
232571	S. Nakatani	22	Japan	68	72	Nagoya Grampus
238971	M. Niemeyer	22	Germany	68	76	1. FC Magdeburg
181371	Léo Silva	32	Brazil	68	68	Kashima Antlers
202620	R. Boateng	25	Ghana	68	70	Real Oviedo
227964	Lucas Venuto	23	Brazil	68	73	FK Austria Wien
231292	J. Lewis	20	Northern Ireland	68	81	Norwich City
171900	F. Schönheim	31	Germany	68	68	1. FC Union Berlin
210557	Nuno Campos	25	Portugal	68	73	CD Nacional
213885	S. Slavchev	24	Bulgaria	68	73	
229245	P. Corral	26	Chile	68	71	Deportes Iquique
200574	Kim Won Il	31	Korea Republic	68	68	Jeju United FC
203902	A. Luna	26	Uruguay	68	69	Tiburones Rojos de Veracruz
157310	S. Marveaux	32	France	68	68	FC Lorient
225150	A. Araujo	21	Portugal	68	75	GFC Ajaccio
230526	Kaio Figueiras	26	Brazil	68	68	Atlético Paranaense
192126	N. Bahoui	27	Sweden	68	68	Grasshopper Club Zürich
205951	Rafinha	36	Brazil	68	68	HJK Helsinki
144511	L. Greco	31	Italy	68	68	US Cremonese
189311	T. Hateley	28	England	68	68	Piast Gliwice
207744	A. Youga	25	Central African Rep.	68	71	Le Havre AC
212608	J. Mombris	30	Madagascar	68	68	Grenoble Foot 38
221312	A. Pérez	24	Colombia	68	70	Querétaro
225152	R. Mühren	29	Netherlands	68	68	NAC Breda
200577	Lee Yong	31	Korea Republic	68	68	Jeonbuk Hyundai Motors
214401	H. Urrego	25	Colombia	68	72	Independiente Santa Fe
163201	M. McGovern	33	Northern Ireland	68	68	Norwich City
219522	J. Ledesma	25	Argentina	68	73	Rosario Central
225666	D. Nagy	23	Hungary	68	72	Legia Warszawa
233090	J. Torres	21	Argentina	68	79	Newell's Old Boys
241026	T. Chancalay	19	Argentina	68	83	Club Atlético Colón
194946	Pacheco	34	Canada	68	68	Santa Clara
200067	Z. Diallo	31	France	68	68	Montreal Impact
135043	A. Lindegaard	34	Denmark	68	68	Burnley
219523	J. Aguirre	26	Argentina	68	68	Belgrano de Córdoba
229251	V. Mogos	25	Romania	68	69	US Cremonese
211844	N. Gavory	23	France	68	73	FC Utrecht
173444	G. Barnes	29	Jamaica	68	68	Colorado Rapids
245124	D. Jovanovic	19	Serbia	68	81	Sporting Lokeren
245380	L. Kehinde	24	Nigeria	68	74	MKE Ankaragücü
246404	J. Cifuente	25	Ecuador	68	70	
220805	A. Castro	24	Colombia	68	70	Alianza Petrolera
238981	T. Schwede	24	Germany	68	74	SC Paderborn 07
193157	J. van der Linden	27	Netherlands	68	69	Sydney FC
202630	A. Kochenkov	31	Russia	68	68	Lokomotiv Moscow
140422	A. Baptiste	32	England	68	68	Queens Park Rangers
210566	L. Chiaretti	30	Brazil	68	68	Foggia
214406	A. Acevedo	35	Chile	68	68	CD O'Higgins
232582	W. Andrade	33	Argentina	68	68	Patronato
178310	S. Iacoponi	31	Italy	68	68	Parma
183686	M. de Luna	30	Mexico	68	68	Guadalajara
205447	M. Kuhn	26	Germany	68	69	SV Wehen Wiesbaden
140423	J. Buxton	33	England	68	68	Burton Albion
214151	J. Mahecha	30	Colombia	68	68	La Equidad
223879	L. Ramos	28	Argentina	68	68	Lobos BUAP
236167	Freddy Cardouso	30	Brazil	68	68	Sport Club do Recife
209800	M. Herrera	29	Mexico	68	68	Club León
211848	B. Zolinski	26	Germany	68	69	SC Paderborn 07
237448	A. Delamea	27	Slovenia	68	69	New England Revolution
237960	Mama Baldé	22	Guinea Bissau	68	76	CD Aves
239752	S. Schäfer	24	Germany	68	71	1. FC Magdeburg
169609	J. Grounds	30	England	68	68	Bolton Wanderers
244617	M. Chirinos	23	Honduras	68	75	Lobos BUAP
210826	L. Gallegos	26	Chile	68	68	Club Necaxa
222346	Shi Ke	25	China PR	68	74	Shanghai SIPG FC
227978	M. Mehlem	20	Germany	68	79	SV Darmstadt 98
190602	R. Brosco	27	Italy	68	68	Ascoli
204427	S. Parker	25	Germany	68	72	SpVgg Greuther Fürth
211595	G. Evans	23	England	68	75	Derby County
214411	N. Maturana	24	Chile	68	71	Colo-Colo
166539	D. Etienne Jr.	21	Haiti	68	78	New York Red Bulls
12940	E. Pogatetz	35	Austria	68	68	LASK Linz
213644	A. Geipl	26	Germany	68	70	 SSV Jahn Regensburg
214412	P. Magalhães	28	Chile	68	68	CD Antofagasta
235916	V. Mantovani	22	Italy	68	79	US Salernitana 1919
241804	O. Noorafkan	21	Iran	68	76	Sporting de Charleroi
199053	R. Bocalon	29	Italy	68	68	US Salernitana 1919
234381	J. Müller	24	Germany	68	73	SG Dynamo Dresden
244621	Vinícius	23	Brazil	68	75	Rio Ave FC
199566	M. Nelom	27	Netherlands	68	68	Hibernian
207502	R. Kristiansen	30	Norway	68	68	SK Brann
208782	M. van der Hart	24	Netherlands	68	73	PEC Zwolle
137359	C. Lepoint	33	Belgium	68	68	KV Kortrijk
205455	A. Weis	28	Germany	68	69	 SSV Jahn Regensburg
216463	H. Sakhi	22	Morocco	68	75	AJ Auxerre
224143	Querol	29	Spain	68	68	CF Reus Deportiu
230287	Adão Morrinhos	26	Brazil	68	68	Fluminense
234383	M. Schubert	20	Germany	68	81	SG Dynamo Dresden
202896	M. Ureña	28	Costa Rica	68	68	Los Angeles FC
210832	M. Branderhorst	24	Netherlands	68	74	Willem II
214416	I. Díaz	28	Chile	68	68	Universidad de Chile
231056	S. Marinovi?	26	New Zealand	68	72	Vancouver Whitecaps FC
182160	E. Knudtzon	29	Norway	68	68	Lillestrøm SK
211857	Alex Muñoz	23	Spain	68	74	Real Zaragoza
212625	D. Kinsombi	22	Germany	68	74	Holstein Kiel
221841	A. Armstrong	21	England	68	80	Blackburn Rovers
236177	Heitor Mutto	26	Brazil	68	68	América FC (Minas Gerais)
204946	Y. Otsu	28	Japan	68	68	Yokohama F. Marinos
223122	C. Osmanpa?a	30	Turkey	68	68	Akhisar Belediyespor
229010	S. Amallah	21	Belgium	68	76	Royal Excel Mouscron
125586	S. Andersen	36	Denmark	68	68	FC København
191378	S. Kurata	29	Japan	68	68	Gamba Osaka
193426	M. Beister	27	Germany	68	68	KFC Uerdingen 05
208019	D. Bain	24	France	68	72	Le Havre AC
216467	J. Payne	23	England	68	74	Bradford City
241811	Sergio Gómez	17	Spain	68	87	Borussia Dortmund
193427	F. Berenguer	29	France	68	68	Melbourne City FC
193939	B. Kee	27	Northern Ireland	68	68	Accrington Stanley
235156	J. Dunne	20	Republic of Ireland	68	79	Heart of Midlothian
140181	H. Sogahata	38	Japan	68	68	Kashima Antlers
206485	R. Camacho	27	France	68	68	Montreal Impact
223637	A. Polo	23	Peru	68	74	Portland Timbers
188821	S. Camille	32	France	68	68	CD Tenerife
142998	C. Muñoz	41	Argentina	68	68	CD Universidad de Concepción
225174	D. Louiserre	23	France	68	73	Chamois Niortais Football Club
194198	J. Delle	28	France	68	69	Feyenoord
200087	A. Piech	33	Poland	68	68	?l?sk Wroc?aw
169623	P. Hartley	30	England	68	68	Motherwell
243607	D. Pineda	22	El Salvador	68	74	Santa Clara
215192	G. Díaz	30	Argentina	68	68	Vélez Sarsfield
238232	Han Kwang Song	19	Korea DPR	68	83	Perugia
193688	N. Backman	29	Sweden	68	68	Aarhus GF
228505	P. Pentz	21	Austria	68	76	FK Austria Wien
241049	Gorosabel	21	Spain	68	77	Real Sociedad
188825	A. Kashi	29	Algeria	68	68	ESTAC Troyes
200346	M. ?yro	25	Poland	68	69	Pogo? Szczecin
201114	B. Paw?owski	25	Poland	68	69	Zag??bie Lubin
204442	D. Mohamed	29	France	68	68	Royal Excel Mouscron
225434	S. Salazar	22	Colombia	68	78	Independiente Santa Fe
222875	J. Kayembe	23	Belgium	68	73	FC Nantes
230299	Arthur Silbeira	34	Brazil	68	68	Santos
203164	M. Kegel	28	Germany	68	68	SC Fortuna Köln
222876	J. Smith	23	England	68	72	Nottingham Forest
223132	K. Kele?	30	Turkey	68	68	Akhisar Belediyespor
228508	F. Kalig	25	Germany	68	70	FC Erzgebirge Aue
177564	Bellvís	33	Spain	68	68	AD Alcorcón
203933	H. Lybohy	34	Ivory Coast	68	68	Nîmes Olympique
140445	S. MacLean	35	Scotland	68	68	Heart of Midlothian
213917	Fábio Cardoso	24	Portugal	68	75	Santa Clara
216477	T. Nedelev	25	Bulgaria	68	73	
229533	Mesquita	27	Portugal	68	68	CD Feirense
237469	Nouhou	21	Cameroon	68	77	Seattle Sounders FC
178077	M. Uslu	30	Turkey	68	68	Çaykur Rizespor
181917	L. Noriega	33	Mexico	68	68	Tiburones Rojos de Veracruz
201886	S. Xulu	26	South Africa	68	70	
202910	D. Mitov Nilsson	27	FYR Macedonia	68	70	IFK Norrköping
214942	Héctor	22	Spain	68	76	Málaga CF
221854	Wu Xinghan	25	China PR	68	70	Shandong Luneng TaiShan FC
227998	D. Badji	25	Senegal	68	71	FC Dallas
163998	T. Tzimopoulos	32	New Zealand	68	68	
231070	B. Pittón	25	Argentina	68	73	Unión de Santa Fe
186270	G. Ghazaryan	30	Armenia	68	68	GD Chaves
187550	Eduardo Neto	29	Brazil	68	68	Nagoya Grampus
221855	Liu Binbin	25	China PR	68	70	Shandong Luneng TaiShan FC
229023	P. Eze	25	Nigeria	68	71	Atiker Konyaspor
236191	Enzio Julião	34	Brazil	68	68	Bahia
236447	R. Peña	21	Venezuela	68	75	Houston Dynamo
191135	L. Wakalible	27	Ivory Coast	68	68	RCD Mallorca
199840	Marco Matias	29	Portugal	68	68	Sheffield Wednesday
225440	C. Embalo	23	Guinea Bissau	68	73	Palermo
227232	F. Sotoca	27	France	68	68	Grenoble Foot 38
229280	K. Hoggas	26	France	68	69	KSV Cercle Brugge
232608	H. Abe	28	Japan	68	68	Kawasaki Frontale
184480	H. Robson-Kanu	29	Wales	68	68	West Bromwich Albion
230817	José Machín	21	Equatorial Guinea	68	78	Pescara
238497	M. Spielmann	22	Switzerland	68	79	FC Thun
176801	M. Emnes	30	Netherlands	68	68	Vancouver Whitecaps FC
244385	G. Bushchan	24	Ukraine	68	73	Dynamo Kyiv
214690	O. Hernández	23	Chile	68	75	CD Antofagasta
216482	B. Pelé	26	France	68	69	ESTAC Troyes
239010	Delmás	23	Spain	68	77	Real Zaragoza
187298	H. Rodríguez	28	Mexico	68	70	Puebla FC
140451	M. Kightly	32	England	68	68	Southend United
211363	T. Lockyer	23	Wales	68	75	Bristol Rovers
225187	P. van Amersfoort	22	Netherlands	68	74	SC Heerenveen
230308	L. Balanta	27	Colombia	68	68	Independiente Santa Fe
242340	A. Mulenga	28	Zambia	68	68	Orlando Pirates
221605	A. Jeremejeff	24	Sweden	68	70	BK Häcken
224165	J. Huentelaf	29	Chile	68	68	CD Universidad de Concepción
231077	M. Frýdek	26	Czech Republic	68	71	Sparta Praha
209830	Q. Beunardeau	24	France	68	72	CD Aves
219558	G. Koomson	23	Ghana	68	72	SK Brann
172198	J. Moulin	32	France	68	68	AS Saint-Étienne
